id,title,tags
68721,Iron Man 3,"action adventure sciencefiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis unleash the power behind the armor. when tony stark's world is torn apart by a formidable terrorist called the mandarin, he starts an odyssey of rebuilding and retribution. robertdowneyjr. gwynethpaltrow doncheadle shaneblack"
12155,Alice in Wonderland,"family fantasy adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d you're invited to a very important date. alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an english nobleman. at her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. arriving in a strange and surreal place called 'underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. alice realizes that she is there for a reason – to conquer the horrific jabberwocky and restore the rightful queen to her throne. miawasikowska johnnydepp annehathaway timburton"
36668,X-Men: The Last Stand,"adventure action sciencefiction thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger take a stand when a cure is found to treat mutations, lines are drawn amongst the x-men and the brotherhood, a band of powerful mutants organized under xavier's former ally, magneto. hughjackman halleberry ianmckellen brettratner"
62211,Monsters University,animation family monster dormitory games animation bestfriend university scary aftercreditsstinger school never looked this scary. a look at the relationship between mike and sulley during their days at monsters university — when they weren't necessarily the best of friends. billycrystal johngoodman stevebuscemi danscanlon
8373,Transformers: Revenge of the Fallen,"sciencefiction action adventure egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger revenge is coming. sam witwicky leaves the autobots behind for a normal life. but when his mind is filled with cryptic symbols, the decepticons target him and he is dragged back into the transformers' war. shialabeouf meganfox joshduhamel michaelbay"
91314,Transformers: Age of Extinction,"sciencefiction action adventure sequel alien transformers giantrobot robot imax transformingrobot this is not war. it's extinction. as humanity picks up the pieces, following the conclusion of ""transformers: dark of the moon,"" autobots and decepticons have all but vanished from the face of the planet. however, a group of powerful, ingenious businessman and scientists attempt to learn from past transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful transformer menace sets earth in his cross-hairs. markwahlberg stanleytucci kelseygrammer michaelbay"
68728,Oz: The Great and Powerful,"fantasy adventure family circus witch magic hope illusion lost magictrick wizard 3d in oz, nothing is what it seems oscar diggs, a small-time circus illusionist and con-artist, is whisked from kansas to the land of oz where the inhabitants assume he's the great wizard of prophecy, there to save oz from the clutches of evil. jamesfranco milakunis rachelweisz samraimi"
102382,The Amazing Spider-Man 2,"action adventure fantasy obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers no more secrets. for peter parker, life is busy. between taking out the bad guys as spider-man and spending time with the person he loves, gwen stacy, high school graduation cannot come quickly enough. peter has not forgotten about the promise he made to gwen’s father to protect her by staying away, but that is a promise he cannot keep. things will change for peter when a new villain, electro, emerges, an old friend, harry osborn, returns, and peter uncovers new clues about his past. andrewgarfield emmastone jamiefoxx marcwebb"
20526,TRON: Legacy,"adventure action sciencefiction artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy the game has changed. sam flynn, the tech-savvy and daring son of kevin flynn, investigates his father's disappearance and is pulled into the grid. with the help of a mysterious program named quorra, sam quests to stop evil dictator clu from crossing into the real world. garretthedlund jeffbridges oliviawilde josephkosinski"
49013,Cars 2,animation family adventure comedy carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger ka-ciao! star race car lightning mcqueen and his pal mater head overseas to compete in the world grand prix race. but the road to the championship becomes rocky as mater gets caught up in an intriguing adventure of his own: international espionage. owenwilson larrythecableguy michaelcaine johnlasseter
44912,Green Lantern,"adventure action thriller sciencefiction dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d in our darkest hour, there will be light. for centuries, a small but powerful force of warriors called the green lantern corps has sworn to keep intergalactic order. each green lantern wears a ring that grants him superpowers. but when a new enemy called parallax threatens to destroy the balance of power in the universe, their fate and the fate of earth lie in the hands of the first human ever recruited. ryanreynolds blakelively petersarsgaard martincampbell"
10193,Toy Story 3,"animation family comedy hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory no toy gets left behind. woody, buzz, and the rest of andy's toys haven't been played with in years. with andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. the toys must band together to escape and return home to andy. tomhanks timallen nedbeatty leeunkrich"
534,Terminator Salvation,"action sciencefiction thriller savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles the end begins. all grown up in post-apocalyptic 2018, john connor must lead the resistance of humans against the increasingly dominating militaristic robots. but when marcus wright appears, his existence confuses the mission as connor tries to determine whether wright has come from the future or the past -- and whether he's friend or foe. christianbale samworthington antonyelchin mcg"
168259,Furious 7,action carrace speed revenge suspense car race musclecar vengeance hits home deckard shaw seeks revenge against dominic toretto and his family for his comatose brother. vindiesel paulwalker dwaynejohnson jameswan
72190,World War Z,"action drama horror sciencefiction thriller dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse remember philly! life for former united nations investigator gerry lane and his family seems content. suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. after barely escaping the chaos, lane is persuaded to go on a mission to investigate this disease. what follows is a perilous trek around the world where lane must brave horrific dangers and long odds to find answers before human civilization falls. bradpitt mireilleenos abigailhargrove marcforster"
127585,X-Men: Days of Future Past,"action adventure fantasy sciencefiction 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture to save the future, they must alter the past the ultimate x-men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future. hughjackman jamesmcavoy michaelfassbender bryansinger"
54138,Star Trek Into Darkness,"action adventure sciencefiction spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d earth will fall when the crew of the enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis. with a personal score to settle, captain kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. as our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family kirk has left: his crew. chrispine zacharyquinto zoesaldana j.j.abrams"
81005,Jack the Giant Slayer,"action family fantasy basedonfairytale giant prepare for a giant adventure the story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. unleashed on the earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, jack into the battle of his life to stop them. fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself. nicholashoult eleanortomlinson ewanmcgregor bryansinger"
64682,The Great Gatsby,"drama romance basedonnovel infidelity obsession hope 3d reserving judgments is a matter of infinite hope... i come to the admission that it has a limit. an adaptation of f. scott fitzgerald's long island-set novel, where midwesterner nick carraway is lured into the lavish world of his neighbor, jay gatsby. soon enough, however, carraway will see through the cracks of gatsby's nouveau riche existence, where obsession, madness, and tragedy await. leonardodicaprio tobeymaguire careymulligan bazluhrmann"
9543,Prince of Persia: The Sands of Time,"adventure fantasy action romance persia sandstorm brotheragainstbrother armageddon regent basedonvideogame defy the future a rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the sands of time – gift from the gods that can reverse time and allow its possessor to rule the world. jakegyllenhaal gemmaarterton benkingsley mikenewell"
68726,Pacific Rim,"action sciencefiction adventure dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d to fight monsters, we created monsters when legions of monstrous creatures, known as kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. to combat the giant kaiju, a special type of weapon was devised: massive robots, called jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. but even the jaegers are proving nearly defenseless in the face of the relentless kaiju. on the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (charlie hunnam) and an untested trainee (rinko kikuchi)—who are teamed to drive a legendary but seemingly obsolete jaeger from the past. together, they stand as mankind's last hope against the mounting apocalypse. idriselba charliehunnam charlieday guillermodeltoro"
38356,Transformers: Dark of the Moon,"action sciencefiction adventure moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger the invasion we always feared. an enemy we never expected. sam witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of autobot-leader optimus prime. the film centers around the space race between the ussr and the usa, suggesting there was a hidden transformers role in it all that remains one of the planet's most dangerous secrets. shialabeouf johnmalkovich kenjeong michaelbay"
217,Indiana Jones and the Kingdom of the Crystal Skull,"adventure action savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  the adventure continues . . . set during the cold war, the soviets – led by sword-wielding irina spalko – are in search of a crystal skull which has supernatural powers related to a mystical lost city of gold. after being captured and then escaping from them, indy is coerced to head to peru at the behest of a young man whose friend – and indy's colleague – professor oxley has been captured for his knowledge of the skull's whereabouts. harrisonford cateblanchett shialabeouf stevenspielberg"
105864,The Good Dinosaur,adventure animation family tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey little arms with big attitude an epic journey into the world of dinosaurs where an apatosaurus named arlo makes an unlikely human friend. raymondochoa jackbright jeffreywright petersohn
62177,Brave,"animation adventure comedy family action fantasy scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d change your fate. brave is set in the mystical scottish highlands, where mérida is the princess of a kingdom ruled by king fergus and queen elinor. an unruly daughter and an accomplished archer, mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. in an attempt to set things right, mérida seeks out an eccentric old wise woman and is granted an ill-fated wish. also figuring into mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous lord macguffin, the surly lord macintosh, and the disagreeable lord dingwall. kellymacdonald juliewalters billyconnolly brendachapman"
10681,WALL·E,"animation family romanticcomedy an adventure beyond the ordinar-e. wall·e is the last robot left on an earth that has been overrun with garbage and all humans have fled to outer space. for 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. when a ship arrives with a sleek new type of robot, wall·e thinks he's finally found a friend and stows away on the ship when it leaves. benburtt elissaknight jeffgarlin andrewstanton"
5174,Rush Hour 3,"action comedy crime thriller ambassador the rush is on! after an attempted assassination on ambassador han, inspector lee and detective carter are back in action as they head to paris to protect a french woman with knowledge of the triads' secret leaders. lee also holds secret meetings with a united nations authority, but his personal struggles with a chinese criminal mastermind named kenji, which reveals that it's lee's long-lost...brother. christucker jackiechan hiroyukisanada brettratner"
14161,2012,"action adventure sciencefiction civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind we were warned. dr. adrian helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. he warns u.s. president thomas wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. meanwhile, writer jackson curtis stumbles on the same information. while the world's leaders race to build ""arks"" to escape the impending cataclysm, curtis struggles to find a way to save his family. meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world. johncusack amandapeet chiwetelejiofor rolandemmerich"
17979,A Christmas Carol,"animation drama holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas season's greedings miser ebenezer scrooge is awakened on christmas eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption. garyoldman jimcarrey stevevalentine robertzemeckis"
76757,Jupiter Ascending,"sciencefiction fantasy action adventure jupiter space womandirector 3d interspeciesromance expand your universe. in a universe where human genetic material is the most precious commodity, an impoverished young earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty… milakunis channingtatum seanbean lillywachowski"
258489,The Legend of Tarzan,"action adventure africa feralchild tarzan jungle animalattack human. nature. tarzan, having acclimated to life in london, is called back to his former home in the jungle to investigate the activities at a mining encampment. alexanderskarsgård margotrobbie christophwaltz davidyates"
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","adventure family fantasy savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger evil has reigned for 100 years... siblings lucy, edmund, susan and peter step through a magical wardrobe and find the land of narnia. there, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil white witch, jadis. aided by the wise and magnificent lion, aslan, the children lead narnia into a spectacular, climactic battle to be free of the witch's glacial powers forever. williammoseley annapopplewell skandarkeynes andrewadamson"
246655,X-Men: Apocalypse,"sciencefiction mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s only the strong will survive after the re-emergence of the world's first mutant, world-destroyer apocalypse, the x-men must unite to defeat his extinction level plan. jamesmcavoy michaelfassbender jenniferlawrence bryansinger"
155,The Dark Knight,"drama action crime thriller dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman why so serious? batman raises the stakes in his war on crime. with the help of lt. jim gordon and district attorney harvey dent, batman sets out to dismantle the remaining criminal organizations that plague the streets. the partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of gotham as the joker. christianbale heathledger aaroneckhart christophernolan"
15512,Monsters vs Aliens,"animation family adventure sciencefiction alien giantrobot duringcreditsstinger when aliens attack, monsters fight back. when susan murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. the military jumps into action and captures susan, secreting her away to a covert government compound. she is renamed ginormica and placed in confinement with a ragtag group of monsters... sethrogen reesewitherspoon hughlaurie conradvernon"
